t,x,y
1152,70.7107,70.6617
1153,70.7107,70.6617
1154,70.7107,70.6617
1155,70.7107,70.6617
1156,70.7107,70.6617
1157,70.7107,70.6617
1158,70.7107,70.6617
1159,70.7107,70.6617
1160,70.7107,70.6617
1161,70.7107,70.6617
1162,70.7107,70.6617
1163,70.7107,70.6617
1164,70.7107,70.6617
1165,70.7107,70.6617
1166,70.7107,70.6617
1167,70.7107,70.6617
1168,70.7107,70.6617
1169,70.7107,70.6617
1170,70.7107,70.6617
1171,70.7107,70.6617
1172,70.7107,70.6617
1173,70.7107,70.6617
1174,70.7107,70.6617
1175,70.7107,70.6617
1176,70.7107,70.6617
1177,70.7107,70.6617
1178,70.7107,70.6617
1179,70.7107,70.6617
1180,70.7107,70.6617
1181,70.7107,70.6617
1182,70.7107,70.6617
1183,70.7107,70.6617
1184,70.7107,70.6617
1185,70.7107,70.6617
1186,70.7107,70.6617
1187,70.7107,70.6617
1188,70.7107,70.6617
1189,70.7107,70.6617
1190,70.7107,70.6617
1191,70.7107,70.6617
1192,70.7107,70.6617
1193,70.7107,70.6617
1194,70.7107,70.6617
1195,70.7107,70.6617
1196,70.7107,70.6617
1197,70.7107,70.6617
1198,70.7107,70.6617
1199,70.7107,70.6617
1200,70.7107,70.6617
1201,70.7107,70.6617
1202,70.7107,70.6617
1203,70.7107,70.6617
1204,70.7107,70.6617
1205,70.7107,70.6617
1206,70.7107,70.6617
1207,70.7107,70.6617
1208,70.7107,70.6617
1209,70.7107,70.6617
1210,70.7107,70.6617
1211,70.7107,70.6617
1212,70.7107,70.6617
1213,70.7107,70.6617
1214,70.7107,70.6617
1215,70.7107,70.6617
1216,70.7107,70.6617
1217,70.7107,70.6617
1218,70.7107,70.6617
1219,70.7107,70.6617
1220,70.7107,70.6617
1221,70.7107,70.6617
1222,70.7107,70.6617
1223,70.7107,70.6617
1224,70.7107,70.6617
1225,70.7107,70.6617
1226,70.7107,70.6617
1227,70.7107,70.6617
1228,70.7107,70.6617
1229,70.7107,70.6617
1230,70.7107,70.6617
1231,70.7107,70.6617
1232,70.7107,70.6617
1233,70.7107,70.6617
1234,70.7107,70.6617
1235,70.7107,70.6617
1236,70.7107,70.6617
1237,70.7107,70.6617
1238,70.7107,70.6617
1239,70.7107,70.6617
1240,70.7107,70.6617
1241,70.7107,70.6617
1242,70.7107,70.6617
1243,70.7107,70.6617
1244,70.7107,70.6617
1245,70.7107,70.6617
1246,70.7107,70.6617
1247,70.7107,70.6617
1248,70.7107,70.6617
1249,70.7107,70.6617
1250,70.7107,70.6617
1251,70.7107,70.6617
1252,70.7107,70.6617
1253,70.7107,70.6617
1254,70.7107,70.6617
1255,70.7107,70.6617
1256,70.7107,70.6617
1257,70.7107,70.6617
1258,70.7107,70.6617
1259,70.7107,70.6617
1260,70.7107,70.6617
1261,70.7107,70.6617
1262,70.7107,70.6617
1263,70.7107,70.6617
1264,70.7107,70.6617
1265,70.7107,70.6617
1266,70.7107,70.6617
1267,70.7107,70.6617
1268,70.7107,70.6617
1269,70.7107,70.6617
1270,70.7107,70.6617
1271,70.7107,70.6617
1272,70.7107,70.6617
1273,70.7107,70.6617
1274,70.7107,70.6617
1275,70.7107,70.6617
1276,70.7107,70.6617
1277,70.7107,70.6617
1278,70.7107,70.6617
1279,70.7107,70.6617
1280,70.7107,70.6617
1281,70.7107,70.6617
1282,70.7107,70.6617
1283,70.7107,70.6617
1284,70.7107,70.6617
1285,70.7107,70.6617
1286,70.7107,70.6617
1287,70.7107,70.6617
1288,70.7107,70.6617
1289,70.7107,70.6617
1290,70.7107,70.6617
1291,70.7107,70.6617
1292,70.7107,70.6617
1293,70.7107,70.6617
1294,70.7107,70.6617
1295,70.7107,70.6617
1296,70.7107,70.6617
1297,70.7107,70.6617
1298,70.7107,70.6617
1299,70.7107,70.6617
1300,70.7107,70.6617
1301,70.7107,70.6617
1302,70.7107,70.6617
1303,70.7107,70.6617
1304,70.7107,70.6617
1305,70.7107,70.6617
1306,70.7107,70.6617
1307,70.7107,70.6617
1308,70.7107,70.6617
1309,70.7107,70.6617
1310,70.7107,70.6617
1311,70.7107,70.6617
1312,70.7107,70.6617
1313,70.7107,70.6617
1314,70.7107,70.6617
1315,70.7107,70.6617
1316,70.7107,70.6617
1317,70.7107,70.6617
1318,70.7107,70.6617
1319,70.7107,70.6617
1320,70.7107,70.6617
1321,70.7107,70.6617
1322,70.7107,70.6617
1323,70.7107,70.6617
1324,70.7107,70.6617
1325,70.7107,70.6617
1326,70.7107,70.6617
1327,70.7107,70.6617
1328,70.7107,70.6617
1329,70.7107,70.6617
1330,70.7107,70.6617
1331,70.7107,70.6617
1332,70.7107,70.6617
1333,70.7107,70.6617
1334,70.7107,70.6617
1335,70.7107,70.6617
1336,70.7107,70.6617
1337,70.7107,70.6617
1338,70.7107,70.6617
1339,70.7107,70.6617
1340,70.7107,70.6617
1341,70.7107,70.6617
1342,70.7107,70.6617
1343,70.7107,70.6617
1344,70.7107,70.6617
1345,70.7107,70.6617
1346,70.7107,70.6617
1347,70.7107,70.6617
1348,70.7107,70.6617
1349,70.7107,70.6617
1350,70.7107,70.6617
1351,70.7107,70.6617
1352,70.7107,70.6617
1353,70.7107,70.6617
1354,70.7107,70.6617
1355,70.7107,70.6617
1356,70.7107,70.6617
1357,70.7107,70.6617
1358,70.7107,70.6617
1359,70.7107,70.6617
1360,70.7107,70.6617
1361,70.7107,70.6617
1362,70.7107,70.6617
1363,70.7107,70.6617
1364,70.7107,70.6617
1365,70.7107,70.6617
1366,70.7107,70.6617
1367,70.7107,70.6617
1368,70.7107,70.6617
1369,70.7107,70.6617
1370,70.7107,70.6617
1371,70.7107,70.6617
1372,70.7107,70.6617
1373,70.7107,70.6617
1374,70.7107,70.6617
1375,70.7107,70.6617
1376,70.7107,70.6617
1377,70.7107,70.6617
1378,70.7107,70.6617
1379,70.7107,70.6617
1380,70.7107,70.6617
1381,70.7107,70.6617
1382,70.7107,70.6617
1383,70.7107,70.6617
1384,70.7107,70.6617
1385,70.7107,70.6617
1386,70.7107,70.6617
1387,70.7107,70.6617
1388,70.7107,70.6617
1389,70.7107,70.6617
1390,70.7107,70.6617
1391,70.7107,70.6617
1392,70.7107,70.6617
1393,70.7107,70.6617
1394,70.7107,70.6617
1395,70.7107,70.6617
1396,70.7107,70.6617
1397,70.7107,70.6617
1398,70.7107,70.6617
1399,70.7107,70.6617
1400,70.7107,70.6617
1401,70.7107,70.6617
1402,70.7107,70.6617
1403,70.7107,70.6617
1404,70.7107,70.6617
1405,70.7107,70.6617
1406,70.7107,70.6617
1407,70.7107,70.6617
1408,70.7107,70.6617
1409,70.7107,70.6617
1410,70.7107,70.6617
1411,70.7107,70.6617
1412,70.7107,70.6617
1413,70.7107,70.6617
1414,70.7107,70.6617
1415,70.7107,70.6617
1416,70.7107,70.6617
1417,70.7107,70.6617
1418,70.7107,70.6617
1419,70.7107,70.6617
1420,70.7107,70.6617
1421,70.7107,70.6617
1422,70.7107,70.6617
1423,70.7107,70.6617
1424,70.7107,70.6617
1425,70.7107,70.6617
1426,70.7107,70.6617
1427,70.7107,70.6617
1428,70.7107,70.6617
1429,70.7107,70.6617
1430,70.7107,70.6617
1431,70.7107,70.6617
1432,70.7107,70.6617
1433,70.7107,70.6617
1434,70.7107,70.6617
1435,70.7107,70.6617
1436,70.7107,70.6617
1437,70.7107,70.6617
1438,70.7107,70.6617
1439,70.7107,70.6617
1440,70.7107,70.6617
1441,70.7107,70.6617
1442,70.7107,70.6617
1443,70.7107,70.6617
1444,70.7107,70.6617
1445,70.7107,70.6617
1446,70.7107,70.6617
1447,70.7107,70.6617
1448,70.7107,70.6617
1449,70.7107,70.6617
1450,70.7107,70.6617
1451,70.7107,70.6617
1452,70.7107,70.6617
1453,70.7107,70.6617
1454,70.7107,70.6617
1455,70.7107,70.6617
1456,70.7107,70.6617
1457,70.7107,70.6617
1458,70.7107,70.6617
1459,70.7107,70.6617
1460,70.7107,70.6617
1461,70.7107,70.6617
1462,70.7107,70.6617
1463,70.7107,70.6617
1464,70.7107,70.6617
1465,70.7107,70.6617
1466,70.7107,70.6617
1467,70.7107,70.6617
1468,70.7107,70.6617
1469,70.7107,70.6617
1470,70.7107,70.6617
1471,70.7107,70.6617
1472,70.7107,70.6617
1473,70.7107,70.6617
1474,70.7107,70.6617
1475,70.7107,70.6617
1476,70.7107,70.6617
1477,70.7107,70.6617
1478,70.7107,70.6617
1479,70.7107,70.6617
1480,70.7107,70.6617
1481,70.7107,70.6617
1482,70.7107,70.6617
1483,70.7107,70.6617
1484,70.7107,70.6617
1485,70.7107,70.6617
1486,70.7107,70.6617
1487,70.7107,70.6617
1488,70.7107,70.6617
1489,70.7107,70.6617
1490,70.7107,70.6617
1491,70.7107,70.6617
1492,70.7107,70.6617
1493,70.7107,70.6617
1494,70.7107,70.6617
1495,70.7107,70.6617
1496,70.7107,70.6617
1497,70.7107,70.6617
1498,70.7107,70.6617
1499,70.7107,70.6617
1500,70.7107,70.6617
1501,70.7107,70.6617
1502,70.7107,70.6617
1503,70.7107,70.6617
1504,70.7107,70.6617
1505,70.7107,70.6617
1506,70.7107,70.6617
1507,70.7107,70.6617
1508,70.7107,70.6617
1509,70.7107,70.6617
1510,70.7107,70.6617
1511,70.7107,70.6617
1512,70.7107,70.6617
1513,70.7107,70.6617
1514,70.7107,70.6617
1515,70.7107,70.6617
1516,70.7107,70.6617
1517,70.7107,70.6617
1518,70.7107,70.6617
1519,70.7107,70.6617
1520,70.7107,70.6617
1521,70.7107,70.6617
1522,70.7107,70.6617
1523,70.7107,70.6617
1524,70.7107,70.6617
1525,70.7107,70.6617
1526,70.7107,70.6617
1527,70.7107,70.6617
1528,70.7107,70.6617
1529,70.7107,70.6617
1530,70.7107,70.6617
1531,70.7107,70.6617
1532,70.7107,70.6617
1533,70.7107,70.6617
1534,70.7107,70.6617
1535,70.7107,70.6617
1536,70.7107,70.6617
1537,70.7107,70.6617
1538,70.7107,70.6617
1539,70.7107,70.6617
1540,70.7107,70.6617
1541,70.7107,70.6617
1542,70.7107,70.6617
1543,70.7107,70.6617
1544,70.7107,70.6617
1545,70.7107,70.6617
1546,70.7107,70.6617
1547,70.7107,70.6617
1548,70.7107,70.6617
1549,70.7107,70.6617
1550,70.7107,70.6617
1551,70.7107,70.6617
1552,70.7107,70.6617
1553,70.7107,70.6617
1554,70.7107,70.6617
1555,70.7107,70.6617
1556,70.7107,70.6617
1557,70.7107,70.6617
1558,70.7107,70.6617
1559,70.7107,70.6617
1560,70.7107,70.6617
1561,70.7107,70.6617
1562,70.7107,70.6617
1563,70.7107,70.6617
1564,70.7107,70.6617
1565,70.7107,70.6617
1566,70.7107,70.6617
1567,70.7107,70.6617
1568,70.7107,70.6617
1569,70.7107,70.6617
1570,70.7107,70.6617
1571,70.7107,70.6617
1572,70.7107,70.6617
1573,70.7107,70.6617
1574,70.7107,70.6617
1575,70.7107,70.6617
1576,70.7107,70.6617
1577,70.7107,70.6617
1578,70.7107,70.6617
1579,70.7107,70.6617
1580,70.7107,70.6617
1581,70.7107,70.6617
1582,70.7107,70.6617
1583,70.7107,70.6617
1584,70.7107,70.6617
1585,70.7107,70.6617
1586,70.7107,70.6617
1587,70.7107,70.6617
1588,70.7107,70.6617
1589,70.7107,70.6617
1590,70.7107,70.6617
1591,70.7107,70.6617
1592,70.7107,70.6617
1593,70.7107,70.6617
1594,70.7107,70.6617
1595,70.7107,70.6617
1596,70.7107,70.6617
1597,70.7107,70.6617
1598,70.7107,70.6617
1599,70.7107,70.6617
1600,70.7107,70.6617
1601,70.7107,70.6617
1602,70.7107,70.6617
1603,70.7107,70.6617
1604,70.7107,70.6617
1605,70.7107,70.6617
1606,70.7107,70.6617
1607,70.7107,70.6617
1608,70.7107,70.6617
1609,70.7107,70.6617
1610,70.7107,70.6617
1611,70.7107,70.6617
1612,70.7107,70.6617
1613,70.7107,70.6617
1614,70.7107,70.6617
1615,70.7107,70.6617
1616,70.7107,70.6617
1617,70.7107,70.6617
1618,70.7107,70.6617
1619,70.7107,70.6617
1620,70.7107,70.6617
1621,70.7107,70.6617
1622,70.7107,70.6617
1623,70.7107,70.6617
1624,70.7107,70.6617
1625,70.7107,70.6617
1626,70.7107,70.6617
1627,70.7107,70.6617
1628,70.7107,70.6617
1629,70.7107,70.6617
1630,70.7107,70.6617
1631,70.7107,70.6617
1632,70.7107,70.6617
1633,70.7107,70.6617
1634,70.7107,70.6617
1635,70.7107,70.6617
1636,70.7107,70.6617
1637,70.7107,70.6617
1638,70.7107,70.6617
1639,70.7107,70.6617
1640,70.7107,70.6617
1641,70.7107,70.6617
1642,70.7107,70.6617
1643,70.7107,70.6617
1644,70.7107,70.6617
1645,70.7107,70.6617
1646,70.7107,70.6617
1647,70.7107,70.6617
1648,70.7107,70.6617
1649,70.7107,70.6617
1650,70.7107,70.6617
1651,70.7107,70.6617
1652,70.7107,70.6617
1653,70.7107,70.6617
1654,70.7107,70.6617
1655,70.7107,70.6617
1656,70.7107,70.6617
1657,70.7107,70.6617
1658,70.7107,70.6617
1659,70.7107,70.6617
1660,70.7107,70.6617
1661,70.7107,70.6617
1662,70.7107,70.6617
1663,70.7107,70.6617
1664,70.7107,70.6617
1665,70.7107,70.6617
1666,70.7107,70.6617
1667,70.7107,70.6617
1668,70.7107,70.6617
1669,70.7107,70.6617
1670,70.7107,70.6617
1671,70.7107,70.6617
1672,70.7107,70.6617
1673,70.7107,70.6617
1674,70.7107,70.6617
1675,70.7107,70.6617
1676,70.7107,70.6617
1677,70.7107,70.6617
1678,70.7107,70.6617
1679,70.7107,70.6617
1680,70.7107,70.6617
1681,70.7107,70.6617
1682,70.7107,70.6617
1683,70.7107,70.6617
1684,70.7107,70.6617
1685,70.7107,70.6617
1686,70.7107,70.6617
1687,70.7107,70.6617
1688,70.7107,70.6617
1689,70.7107,70.6617
1690,70.7107,70.6617
1691,70.7107,70.6617
1692,70.7107,70.6617
1693,70.7107,70.6617
1694,70.7107,70.6617
1695,70.7107,70.6617
1696,70.7107,70.6617
1697,70.7107,70.6617
1698,70.7107,70.6617
1699,70.7107,70.6617
1700,70.7107,70.6617
1701,70.7107,70.6617
1702,70.7107,70.6617
1703,70.7107,70.6617
1704,70.7107,70.6617
1705,70.7107,70.6617
1706,70.7107,70.6617
1707,70.7107,70.6617
1708,70.7107,70.6617
1709,70.7107,70.6617
1710,70.7107,70.6617
1711,70.7107,70.6617
1712,70.7107,70.6617
1713,70.7107,70.6617
1714,70.7107,70.6617
1715,70.7107,70.6617
1716,70.7107,70.6617
1717,70.7107,70.6617
1718,70.7107,70.6617
1719,70.7107,70.6617
1720,70.7107,70.6617
1721,70.7107,70.6617
1722,70.7107,70.6617
1723,70.7107,70.6617
1724,70.7107,70.6617
1725,70.7107,70.6617
1726,70.7107,70.6617
1727,70.7107,70.6617
1728,70.7107,70.6617
1729,70.7107,70.6617
1730,70.7107,70.6617
1731,70.7107,70.6617
1732,70.7107,70.6617
1733,70.7107,70.6617
1734,70.7107,70.6617
1735,70.7107,70.6617
1736,70.7107,70.6617
1737,70.7107,70.6617
1738,70.7107,70.6617
1739,70.7107,70.6617
1740,70.7107,70.6617
1741,70.7107,70.6617
1742,70.7107,70.6617
1743,70.7107,70.6617
1744,70.7107,70.6617
1745,70.7107,70.6617
1746,70.7107,70.6617
1747,70.7107,70.6617
1748,70.7107,70.6617
1749,70.7107,70.6617
1750,70.7107,70.6617
1751,70.7107,70.6617
1752,70.7107,70.6617
1753,70.7107,70.6617
1754,70.7107,70.6617
1755,70.7107,70.6617
1756,70.7107,70.6617
1757,70.7107,70.6617
1758,70.7107,70.6617
1759,70.7107,70.6617
1760,70.7107,70.6617
1761,70.7107,70.6617
1762,70.7107,70.6617
1763,70.7107,70.6617
1764,70.7107,70.6617
1765,70.7107,70.6617
1766,70.7107,70.6617
1767,70.7107,70.6617
1768,70.7107,70.6617
1769,70.7107,70.6617
1770,70.7107,70.6617
1771,70.7107,70.6617
1772,70.7107,70.6617
1773,70.7107,70.6617
1774,70.7107,70.6617
1775,70.7107,70.6617
1776,70.7107,70.6617
1777,70.7107,70.6617
1778,70.7107,70.6617
1779,70.7107,70.6617
1780,70.7107,70.6617
1781,70.7107,70.6617
1782,70.7107,70.6617
1783,70.7107,70.6617
1784,70.7107,70.6617
1785,70.7107,70.6617
1786,70.7107,70.6617
1787,70.7107,70.6617
1788,70.7107,70.6617
1789,70.7107,70.6617
1790,70.7107,70.6617
1791,70.7107,70.6617
1792,70.7107,70.6617
1793,70.7107,70.6617
1794,70.7107,70.6617
1795,70.7107,70.6617
1796,70.7107,70.6617
1797,70.7107,70.6617
1798,70.7107,70.6617
1799,70.7107,70.6617
1800,70.7107,70.6617
1801,70.7107,70.6617
1802,70.7107,70.6617
1803,70.7107,70.6617
1804,70.7107,70.6617
1805,70.7107,70.6617
1806,70.7107,70.6617
1807,70.7107,70.6617
1808,70.7107,70.6617
1809,70.7107,70.6617
1810,70.7107,70.6617
1811,70.7107,70.6617
1812,70.7107,70.6617
1813,70.7107,70.6617
1814,70.7107,70.6617
1815,70.7107,70.6617
1816,70.7107,70.6617
1817,70.7107,70.6617
1818,70.7107,70.6617
1819,70.7107,70.6617
1820,70.7107,70.6617
1821,70.7107,70.6617
1822,70.7107,70.6617
1823,70.7107,70.6617
1824,70.7107,70.6617
1825,70.7107,70.6617
1826,70.7107,70.6617
1827,70.7107,70.6617
1828,70.7107,70.6617
1829,70.7107,70.6617
1830,70.7107,70.6617
1831,70.7107,70.6617
1832,70.7107,70.6617
1833,70.7107,70.6617
1834,70.7107,70.6617
1835,70.7107,70.6617
1836,70.7107,70.6617
1837,70.7107,70.6617
1838,70.7107,70.6617
1839,70.7107,70.6617
1840,70.7107,70.6617
1841,70.7107,70.6617
1842,70.7107,70.6617
1843,70.7107,70.6617
1844,70.7107,70.6617
1845,70.7107,70.6617
1846,70.7107,70.6617
1847,70.7107,70.6617
1848,70.7107,70.6617
1849,70.7107,70.6617
1850,70.7107,70.6617
1851,70.7107,70.6617
1852,70.7107,70.6617
1853,70.7107,70.6617
1854,70.7107,70.6617
1855,70.7107,70.6617
1856,70.7107,70.6617
1857,70.7107,70.6617
1858,70.7107,70.6617
1859,70.7107,70.6617
1860,70.7107,70.6617
1861,70.7107,70.6617
1862,70.7107,70.6617
1863,70.7107,70.6617
1864,70.7107,70.6617
1865,70.7107,70.6617
1866,70.7107,70.6617
1867,70.7107,70.6617
1868,70.7107,70.6617
1869,70.7107,70.6617
1870,70.7107,70.6617
1871,70.7107,70.6617
1872,70.7107,70.6617
1873,70.7107,70.6617
1874,70.7107,70.6617
1875,70.7107,70.6617
1876,70.7107,70.6617
1877,70.7107,70.6617
1878,70.7107,70.6617
1879,70.7107,70.6617
1880,70.7107,70.6617
1881,70.7107,70.6617
1882,70.7107,70.6617
1883,70.7107,70.6617
1884,70.7107,70.6617
1885,70.7107,70.6617
1886,70.7107,70.6617
1887,70.7107,70.6617
1888,70.7107,70.6617
1889,70.7107,70.6617
1890,70.7107,70.6617
1891,70.7107,70.6617
1892,70.7107,70.6617
1893,70.7107,70.6617
1894,70.7107,70.6617
1895,70.7107,70.6617
1896,70.7107,70.6617
1897,70.7107,70.6617
1898,70.7107,70.6617
1899,70.7107,70.6617
1900,70.7107,70.6617
1901,70.7107,70.6617
1902,70.7107,70.6617
1903,70.7107,70.6617
1904,70.7107,70.6617
1905,70.7107,70.6617
1906,70.7107,70.6617
1907,70.7107,70.6617
1908,70.7107,70.6617
1909,70.7107,70.6617
1910,70.7107,70.6617
1911,70.7107,70.6617
1912,70.7107,70.6617
1913,70.7107,70.6617
1914,70.7107,70.6617
1915,70.7107,70.6617
1916,70.7107,70.6617
1917,70.7107,70.6617
1918,70.7107,70.6617
1919,70.7107,70.6617
1920,70.7107,70.6617
1921,70.7107,70.6617
1922,70.7107,70.6617
1923,70.7107,70.6617
1924,70.7107,70.6617
1925,70.7107,70.6617
1926,70.7107,70.6617
1927,70.7107,70.6617
1928,70.7107,70.6617
1929,70.7107,70.6617
1930,70.7107,70.6617
1931,70.7107,70.6617
1932,70.7107,70.6617
1933,70.7107,70.6617
1934,70.7107,70.6617
1935,70.7107,70.6617
1936,70.7107,70.6617
1937,70.7107,70.6617
1938,70.7107,70.6617
1939,70.7107,70.6617
1940,70.7107,70.6617
1941,70.7107,70.6617
1942,70.7107,70.6617
1943,70.7107,70.6617
1944,70.7107,70.6617
1945,70.7107,70.6617
1946,70.7107,70.6617
1947,70.7107,70.6617
1948,70.7107,70.6617
1949,70.7107,70.6617
1950,70.7107,70.6617
1951,70.7107,70.6617
1952,70.7107,70.6617
1953,70.7107,70.6617
1954,70.7107,70.6617
1955,70.7107,70.6617
1956,70.7107,70.6617
1957,70.7107,70.6617
1958,70.7107,70.6617
1959,70.7107,70.6617
1960,70.7107,70.6617
1961,70.7107,70.6617
1962,70.7107,70.6617
1963,70.7107,70.6617
1964,70.7107,70.6617
1965,70.7107,70.6617
1966,70.7107,70.6617
1967,70.7107,70.6617
1968,70.7107,70.6617
1969,70.7107,70.6617
1970,70.7107,70.6617
1971,70.7107,70.6617
1972,70.7107,70.6617
1973,70.7107,70.6617
1974,70.7107,70.6617
1975,70.7107,70.6617
1976,70.7107,70.6617
1977,70.7107,70.6617
1978,70.7107,70.6617
1979,70.7107,70.6617
1980,70.7107,70.6617
1981,70.7107,70.6617
1982,70.7107,70.6617
1983,70.7107,70.6617
1984,70.7107,70.6617
1985,70.7107,70.6617
1986,70.7107,70.6617
1987,70.7107,70.6617
1988,70.7107,70.6617
1989,70.7107,70.6617
1990,70.7107,70.6617
1991,70.7107,70.6617
1992,70.7107,70.6617
1993,70.7107,70.6617
1994,70.7107,70.6617
1995,70.7107,70.6617
1996,70.7107,70.6617
1997,70.7107,70.6617
1998,70.7107,70.6617
1999,70.7107,70.6617
2000,70.7107,70.6617
